2022-10-08 20:52:17 - __main__     - Tweet 38 of 78 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:45:28 - __main__     - Tweet 58 of 87 posted: Tea is the only thing keeping me awake sometimes.
2022-10-13 17:45:28 - __main__     - Tweet 57 of 87 posted: I sometimes wish I was in the Townsend Agency. Someone should make fanfiction of that, come to think of it. The Addams Family x 2019 Charlie's Angels would be an interesting combination
2022-10-13 17:45:28 - __main__     - Tweet 27 of 87 posted: 'Wednesday's child is full of woe.' Sounds about right.
2022-10-13 17:45:28 - __main__     - Tweet 84 of 87 posted: It's quite a pain in the ass when there's short deadline in which to do something and I have to rewrite the entirety of something in the space of a day.
2022-10-13 17:45:28 - __main__     - Tweet 76 of 87 posted: I think I'm the most prepared in the Addams clan.
2022-10-13 17:45:28 - __main__     - Tweet 38 of 87 posted: There's nothing worse than a bad internet connection, especially when I'm trying to game.
2022-10-13 17:45:28 - __main__     - Tweet 8 of 87 posted: There's nothing better than a peaceful night.
2022-10-13 17:45:28 - __main__     - Tweet 36 of 87 posted: I'm gay for Karen Gillan. I'm pretty sure Mother knows.
2022-10-13 17:45:29 - __main__     - Tweet 52 of 87 posted: Linux intrigues me for some reason, though I am not quite sure why. Could you imagine a sysadmin in the Addams Family?
2022-10-13 17:45:29 - __main__     - Tweet 86 of 87 posted: Ask me to write something down in a hurry and you can guarantee that in a week's time, I'll need the Rosetta Stone just to read what the fuck I've written.It's warmer than I expected it to be today. All that's missing is a blanket, a girlfriend, and some nice horror films.
2022-10-13 17:45:29 - __main__     - Conditional Tweet 4 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-13 17:45:30 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:45:31 - __main__     - Tweet 83 of 87 posted: It's a bit cold outside.
2022-10-13 17:45:31 - __main__     - Tweet 29 of 87 posted: Okay, I admit it. I like Billie Eilish.
2022-10-13 17:45:31 - __main__     - Tweet 20 of 87 posted: I hate everything.
2022-10-13 17:45:31 - __main__     - Tweet 42 of 87 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:45:31 - __main__     - Tweet 37 of 87 posted: Sometimes I get bored enough that I see no other thing to do than to look through memes for hours on end. The creativity is... impressive.
2022-10-13 17:45:31 - __main__     - Tweet 11 of 87 posted: Ah, what I would not give for Karen Gillan to look me in the eye and say 'Cara mia'.
2022-10-13 17:45:31 - __main__     - Tweet 18 of 87 posted: Sailor Saturn? I like her.
2022-10-13 17:45:31 - __main__     - Tweet 33 of 87 posted: That feeling you get when you take your bra off after a long day. I can agree with that.
2022-10-13 17:45:31 - __main__     - Tweet 45 of 87 posted: I can almost hear people watching the Addams Family films everywhere. So this is what the Droste effect is. Interesting.
2022-10-13 17:45:32 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-13 17:45:32 - __main__     - Conditional Tweet 4 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:45:34 - __main__     - Tweet 23 of 87 posted: Be afraid. Be very afraid.
2022-10-13 17:45:34 - __main__     - Tweet 86 of 87 posted: Ask me to write something down in a hurry and you can guarantee that in a week's time, I'll need the Rosetta Stone just to read what the fuck I've written.It's warmer than I expected it to be today. All that's missing is a blanket, a girlfriend, and some nice horror films.
2022-10-13 17:45:34 - __main__     - Tweet 24 of 87 posted: Damn, Lestrange. You could've picked a man with a nose at least.
2022-10-13 17:45:34 - __main__     - Tweet 63 of 87 posted: I've got the music from Sailor Moon stuck in my head. Not gonna lie, though, I like it.
2022-10-13 17:45:34 - __main__     - Tweet 9 of 87 posted: Woe to the Republic.
2022-10-13 17:45:34 - __main__     - Tweet 66 of 87 posted: I hate it when I want a lie in and something wakes me up.
2022-10-13 17:45:34 - __main__     - Tweet 13 of 87 posted: Remind me to ask Cousin Itt if that's a relative of his next to Han Solo.
2022-10-13 17:45:34 - __main__     - Tweet 53 of 87 posted: Gay and tired? That sounds like me in the evenings.
2022-10-13 17:45:34 - __main__     - Tweet 70 of 87 posted: What in the fresh fuck is this Barbie thing?
2022-10-13 17:45:35 - __main__     - Tweet 16 of 87 posted: What's worse than Camp Chippewa? A printer, according to some man whose comment I overheard the other day.
2022-10-13 17:45:35 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-13 17:45:35 - __main__     - Tweet 45 of 87 posted: I can almost hear people watching the Addams Family films everywhere. So this is what the Droste effect is. Interesting.
2022-10-13 17:45:35 - __main__     - Tweet 87 of 87 posted: It's colder than I expected it to be today. A reminder of the cold embrace of death.
2022-10-13 17:45:35 - __main__     - Tweet 33 of 87 posted: That feeling you get when you take your bra off after a long day. I can agree with that.
2022-10-13 17:45:35 - __main__     - Tweet 41 of 87 posted: I don't like dentists.
2022-10-13 17:45:35 - __main__     - Tweet 75 of 87 posted: I tried to upgrade my computer once but it hung at the wrong moment. The end result was a catastophe that required reinstalling the operating system and half a day of recovery. My plans for sleeping were fucked. Must've been four in the morning by the time everything was sorted again.
2022-10-13 17:45:35 - __main__     - Conditional Tweet 4 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:46:24 - __main__     - Tweet 14 of 87 posted: I am not perky.
2022-10-13 17:46:24 - __main__     - Tweet 29 of 87 posted: Okay, I admit it. I like Billie Eilish.
2022-10-13 17:46:25 - __main__     - Tweet 41 of 87 posted: I don't like dentists.
2022-10-13 17:46:25 - __main__     - Tweet 80 of 87 posted: I've had the same song stuck in my head for the last two days...
2022-10-13 17:46:26 - __main__     - Tweet 71 of 87 posted: I forget to sleep sometimes, and I always end up paying for it the next day, moreso if I rise early.
2022-10-13 17:46:26 - __main__     - Tweet 39 of 87 posted: I sometimes find myself drinkng tea as much as Captain Janeway drinks coffee.
2022-10-13 17:46:27 - __main__     - Tweet 20 of 87 posted: I hate everything.
2022-10-13 17:46:27 - __main__     - Tweet 20 of 87 posted: I hate everything.
2022-10-13 17:46:28 - __main__     - Tweet 42 of 87 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:46:28 - __main__     - Tweet 37 of 87 posted: Sometimes I get bored enough that I see no other thing to do than to look through memes for hours on end. The creativity is... impressive.
2022-10-13 17:46:29 - __main__     - Tweet 48 of 87 posted: Chloë Grace Moretz voiced me well.
2022-10-13 17:46:29 - __main__     - Tweet 37 of 87 posted: Sometimes I get bored enough that I see no other thing to do than to look through memes for hours on end. The creativity is... impressive.
2022-10-13 17:46:30 - __main__     - Tweet 86 of 87 posted: Ask me to write something down in a hurry and you can guarantee that in a week's time, I'll need the Rosetta Stone just to read what the fuck I've written.It's warmer than I expected it to be today. All that's missing is a blanket, a girlfriend, and some nice horror films.
2022-10-13 17:46:30 - __main__     - Tweet 13 of 87 posted: Remind me to ask Cousin Itt if that's a relative of his next to Han Solo.
2022-10-13 17:46:31 - __main__     - Tweet 67 of 87 posted: I want a lie in.
2022-10-13 17:46:31 - __main__     - Tweet 34 of 87 posted: Have you ever lied there thinking about something and the next thing you know it's the next morning? Only caffeine and the works of Poe sustain me from then on.
2022-10-13 17:46:32 - __main__     - Tweet 45 of 87 posted: I can almost hear people watching the Addams Family films everywhere. So this is what the Droste effect is. Interesting.
2022-10-13 17:46:32 - __main__     - Tweet 82 of 87 posted: Fuck. It's sunny. Where's my umbrella?
2022-10-13 17:46:33 - __main__     - Tweet 12 of 87 posted: This Voldemort fellow looks as though Uncle Fester forgot his nose.
2022-10-13 17:46:33 - __main__     - Tweet 36 of 87 posted: I'm gay for Karen Gillan. I'm pretty sure Mother knows.
2022-10-13 17:46:34 - __main__     - Tweet 86 of 87 posted: Ask me to write something down in a hurry and you can guarantee that in a week's time, I'll need the Rosetta Stone just to read what the fuck I've written.It's warmer than I expected it to be today. All that's missing is a blanket, a girlfriend, and some nice horror films.
2022-10-13 17:46:34 - __main__     - Tweet 68 of 87 posted: Spotted a black cat out of the window. It's probably thinking about purrgatory.
2022-10-13 17:46:35 - __main__     - Tweet 73 of 87 posted: A litle but of sudden rain is nice.
2022-10-13 17:46:35 - __main__     - Tweet 43 of 87 posted: I want nothing more than to just chill on some days. Today seems to be one of them.
2022-10-13 17:46:36 - __main__     - Tweet 42 of 87 posted: Sometimes, there's no better thing than a lie in.
2022-10-13 17:46:36 - __main__     - Tweet 67 of 87 posted: I want a lie in.
2022-10-13 17:46:37 - __main__     - Tweet 78 of 87 posted: I think Jenna Ortega will do well as Wednesday.
2022-10-13 17:46:38 - __main__     - Tweet 62 of 87 posted: I'm still getting over Debbie's choice to use pastels. Like, seriously?
2022-10-13 17:46:38 - __main__     - Tweet 75 of 87 posted: I tried to upgrade my computer once but it hung at the wrong moment. The end result was a catastophe that required reinstalling the operating system and half a day of recovery. My plans for sleeping were fucked. Must've been four in the morning by the time everything was sorted again.
2022-10-13 17:46:39 - __main__     - Tweet 69 of 87 posted: I doubt Father could handle a trip to France. I can hear "Tish, that's French!" from half an acre away.
2022-10-13 17:46:39 - __main__     - Tweet 58 of 87 posted: Tea is the only thing keeping me awake sometimes.
2022-10-13 17:46:40 - __main__     - Tweet 84 of 87 posted: It's quite a pain in the ass when there's short deadline in which to do something and I have to rewrite the entirety of something in the space of a day.
2022-10-13 17:46:40 - __main__     - Tweet 26 of 87 posted: I heard someone saying that Thing used to be Luke Skywalker's hand. I'm not so sure about that yet.
2022-10-13 17:46:41 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-13 17:46:41 - __main__     - Tweet 9 of 87 posted: Woe to the Republic.
2022-10-13 17:46:42 - __main__     - Tweet 43 of 87 posted: I want nothing more than to just chill on some days. Today seems to be one of them.
2022-10-13 17:46:42 - __main__     - Tweet 57 of 87 posted: I sometimes wish I was in the Townsend Agency. Someone should make fanfiction of that, come to think of it. The Addams Family x 2019 Charlie's Angels would be an interesting combination
2022-10-13 17:46:43 - __main__     - Tweet 78 of 87 posted: I think Jenna Ortega will do well as Wednesday.
2022-10-13 17:46:43 - __main__     - Tweet 81 of 87 posted: What is this 'uwu' energy people keep mentioning? I'm aware kittens possess that energy, but still...
2022-10-13 17:46:44 - __main__     - Tweet 53 of 87 posted: Gay and tired? That sounds like me in the evenings.
2022-10-13 17:46:44 - __main__     - Tweet 44 of 87 posted: I can't tell whether it's going to rain or not some days.
2022-10-13 17:46:45 - __main__     - Tweet 39 of 87 posted: I sometimes find myself drinkng tea as much as Captain Janeway drinks coffee.
2022-10-13 17:46:45 - __main__     - Tweet 60 of 87 posted: Being normal is boring.
2022-10-13 17:46:46 - __main__     - Tweet 16 of 87 posted: What's worse than Camp Chippewa? A printer, according to some man whose comment I overheard the other day.
2022-10-13 17:46:46 - __main__     - Tweet 69 of 87 posted: I doubt Father could handle a trip to France. I can hear "Tish, that's French!" from half an acre away.
2022-10-13 17:46:47 - __main__     - Tweet 29 of 87 posted: Okay, I admit it. I like Billie Eilish.
2022-10-13 17:46:47 - __main__     - Tweet 72 of 87 posted: When the weather app says it's going to rain and then it doesn't. Ugh...
2022-10-13 17:46:48 - __main__     - Tweet 23 of 87 posted: Be afraid. Be very afraid.
2022-10-13 17:46:48 - __main__     - Tweet 47 of 87 posted: It's frustrating when you're in a hurry and things don't go to plan.
2022-10-13 17:46:49 - __main__     - Tweet 64 of 87 posted: A friend of mine told me I should cosplay as Sailor Saturn. I'll give it some thought. She's my favourite sailor scout, after all.
2022-10-13 17:46:49 - __main__     - Tweet 24 of 87 posted: Damn, Lestrange. You could've picked a man with a nose at least.
2022-10-13 17:46:50 - __main__     - Tweet 15 of 87 posted: A spider is a girl's best friend.
2022-10-13 17:46:50 - __main__     - Tweet 50 of 87 posted: ./wednesday-addams.sh? Do they think I'm emotionless like Data? I'll gladly have a cat, however.
2022-10-13 17:46:51 - __main__     - Tweet 69 of 87 posted: I doubt Father could handle a trip to France. I can hear "Tish, that's French!" from half an acre away.
